0.7 0.715
0.715 0.731
0.731 0.748
0.748 0.766
0.766 0.785
0.785 0.806
0.806 0.828
0.828 0.852
0.852 0.879
0.879 0.908
0.908 0.94
0.94 0.975
0.975 1.014
1.014 1.057
1.057 1.105
1.105 1.157
1.157 1.211
1.211 1.27
1.27 1.338
1.338 1.417
1.417 1.514
1.514 1.634
1.634 1.787
1.787 2.0
2.0 2.213
2.213 2.492
2.492 2.792
2.792 3.092
3.092 3.392
3.392 3.692
3.692 3.992
3.992 4.292
4.292 4.592
4.592 4.892
4.892 5.2
5.2 5.6
5.6 6.0
